Latitude (decimal degrees):	38.346
Longitude (decimal degrees):	-0.489
Elevation (m):	30
Radiation database:	PVGIS-SARAH3


Slope: 35 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20231014:2210,0.0,0.0,0.0,0.0,0.0,22.66,2.76,0.0
20231014:2310,0.0,0.0,0.0,0.0,0.0,22.26,2.55,0.0
20231015:0010,0.0,0.0,0.0,0.0,0.0,21.81,2.69,0.0
20231015:0110,0.0,0.0,0.0,0.0,0.0,21.32,2.9,0.0
20231015:0210,0.0,0.0,0.0,0.0,0.0,20.83,2.97,0.0
20231015:0310,0.0,0.0,0.0,0.0,0.0,20.41,2.55,0.0
20231015:0410,0.0,0.0,0.0,0.0,0.0,20.16,2.48,0.0
20231015:0510,0.0,0.0,0.0,0.0,0.0,20.03,2.62,0.0
20231015:0610,0.0,0.0,0.0,0.0,0.0,19.79,2.62,0.0
20231015:0710,145.14,126.31,73.29,2.33,10.58,20.02,2.41,0.0
20231015:0810,362.02,332.7,122.95,5.62,21.23,21.93,1.72,0.0
20231015:0910,518.28,505.88,159.18,8.48,30.64,23.6,1.1,0.0
20231015:1010,631.27,668.55,167.46,10.76,38.04,24.73,0.83,0.0
20231015:1110,691.82,736.04,182.06,11.92,42.42,25.33,1.52,0.0
20231015:1210,700.21,715.27,197.8,11.92,42.91,25.76,2.76,0.0
20231015:1310,644.07,620.08,204.91,10.8,39.38,26.13,3.66,0.0
20231015:1410,567.14,556.47,160.29,9.15,32.59,26.19,4.14,0.0
20231015:1510,402.78,366.82,138.29,6.33,23.57,25.95,4.9,0.0
20231015:1610,192.86,165.69,91.45,3.09,13.17,25.07,5.45,0.0
20231015:1710,0.43,0.0,6.85,0.14,1.94,23.74,5.24,0.0
20231015:1810,0.0,0.0,0.0,0.0,0.0,23.3,4.55,0.0
20231015:1910,0.0,0.0,0.0,0.0,0.0,22.92,3.72,0.0
20231015:2010,0.0,0.0,0.0,0.0,0.0,22.28,2.62,0.0
20231015:2110,0.0,0.0,0.0,0.0,0.0,22.39,1.79,0.0
20231015:2210,0.0,0.0,0.0,0.0,0.0,22.19,0.97,0.0
20231015:2310,0.0,0.0,0.0,0.0,0.0,22.05,0.28,0.0
20231016:0010,0.0,0.0,0.0,0.0,0.0,21.76,1.17,0.0
20231016:0110,0.0,0.0,0.0,0.0,0.0,21.08,1.59,0.0
20231016:0210,0.0,0.0,0.0,0.0,0.0,21.31,1.72,0.0
20231016:0310,0.0,0.0,0.0,0.0,0.0,20.92,1.93,0.0
20231016:0410,0.0,0.0,0.0,0.0,0.0,20.63,1.93,0.0
20231016:0510,0.0,0.0,0.0,0.0,0.0,20.33,1.66,0.0
20231016:0610,0.0,0.0,0.0,0.0,0.0,20.22,1.59,0.0
20231016:0710,143.68,126.97,71.57,2.28,10.37,20.34,1.79,0.0
20231016:0810,344.82,306.02,128.43,5.39,20.99,21.71,1.45,0.0
20231016:0910,182.71,32.88,203.23,4.34,30.36,22.87,1.79,0.0
20231016:1010,545.89,455.71,247.07,9.51,37.72,25.0,1.72,0.0
20231016:1110,691.78,721.46,183.13,11.7,42.07,25.66,2.41,0.0
20231016:1210,605.66,494.86,278.84,10.6,42.54,25.9,3.52,0.0
20231016:1310,465.57,285.8,298.02,8.63,39.02,26.08,4.69,0.0
20231016:1410,296.13,123.07,249.61,6.06,32.26,25.98,5.17,0.0
20231016:1510,196.84,77.82,175.82,4.14,23.26,25.62,5.38,0.0
20231016:1610,135.76,88.77,96.65,2.53,12.88,25.03,5.45,0.0
20231016:1710,0.0,0.0,5.14,0.11,1.67,24.1,4.97,0.0
20231016:1810,0.0,0.0,0.0,0.0,0.0,23.57,4.07,0.0
20231016:1910,0.0,0.0,0.0,0.0,0.0,23.24,2.62,0.0
20231016:2010,0.0,0.0,0.0,0.0,0.0,22.98,1.52,0.0
20231016:2110,0.0,0.0,0.0,0.0,0.0,22.6,0.14,0.0
20231016:2210,0.0,0.0,0.0,0.0,0.0,22.33,1.03,0.0
20231016:2310,0.0,0.0,0.0,0.0,0.0,22.29,0.97,0.0
20231017:0010,0.0,0.0,0.0,0.0,0.0,21.94,1.1,0.0
20231017:0110,0.0,0.0,0.0,0.0,0.0,21.5,1.66,0.0
20231017:0210,0.0,0.0,0.0,0.0,0.0,21.81,1.72,0.0
20231017:0310,0.0,0.0,0.0,0.0,0.0,21.67,0.9,0.0
20231017:0410,0.0,0.0,0.0,0.0,0.0,21.35,0.34,0.0
20231017:0510,0.0,0.0,0.0,0.0,0.0,21.05,0.62,0.0
20231017:0610,0.0,0.0,0.0,0.0,0.0,20.87,0.76,0.0
20231017:0710,88.83,56.09,72.38,1.77,10.16,21.31,0.83,0.0
20231017:0810,311.11,253.13,142.37,5.05,20.75,22.5,0.9,0.0
20231017:0910,455.26,388.43,195.84,7.67,30.09,23.05,0.41,0.0
20231017:1010,493.6,361.83,270.53,8.86,37.4,24.0,1.24,0.0
20231017:1110,274.99,60.82,289.7,6.33,41.71,24.76,2.0,0.0
20231017:1210,156.6,1.45,205.61,4.11,42.17,25.25,2.83,0.0
20231017:1310,223.4,33.57,253.28,5.35,38.66,25.55,3.52,0.0
20231017:1410,399.6,256.88,244.15,7.2,31.92,25.65,3.93,0.0
20231017:1510,315.36,227.93,169.91,5.35,22.96,25.32,3.72,0.0
20231017:1610,89.14,39.77,87.73,2.01,12.59,24.92,3.24,0.0
20231017:1710,0.0,0.0,2.57,0.05,1.4,24.14,2.62,0.0
20231017:1810,0.0,0.0,0.0,0.0,0.0,23.76,1.66,0.0
20231017:1910,0.0,0.0,0.0,0.0,0.0,23.38,0.76,0.0
20231017:2010,0.0,0.0,0.0,0.0,0.0,23.6,0.62,0.0
20231017:2110,0.0,0.0,0.0,0.0,0.0,23.33,1.1,0.0
20231017:2210,0.0,0.0,0.0,0.0,0.0,22.55,0.9,0.0
20231017:2310,0.0,0.0,0.0,0.0,0.0,21.93,1.1,0.0
20231018:0010,0.0,0.0,0.0,0.0,0.0,21.75,2.0,0.0
20231018:0110,0.0,0.0,0.0,0.0,0.0,21.78,2.55,0.0
20231018:0210,0.0,0.0,0.0,0.0,0.0,22.02,2.34,0.0
20231018:0310,0.0,0.0,0.0,0.0,0.0,21.82,2.14,0.0
20231018:0410,0.0,0.0,0.0,0.0,0.0,21.79,2.07,0.0
20231018:0510,0.0,0.0,0.0,0.0,0.0,21.69,2.14,0.0
20231018:0610,0.0,0.0,0.0,0.0,0.0,21.57,2.21,0.0
20231018:0710,138.86,122.43,70.92,2.17,9.95,21.98,2.83,0.0
20231018:0810,362.17,336.73,119.09,5.46,20.51,23.98,3.24,0.0
20231018:0910,512.25,474.75,168.69,8.12,29.81,25.69,4.14,0.0
20231018:1010,630.26,592.53,199.21,10.18,37.09,26.56,6.14,0.0
20231018:1110,729.05,758.77,168.86,11.81,41.36,27.29,6.21,0.0
20231018:1210,740.24,791.41,158.58,12.06,41.8,27.85,5.66,0.0
20231018:1310,619.3,566.84,223.62,10.31,38.3,28.12,4.97,0.0
20231018:1410,284.82,115.83,247.08,5.91,31.59,27.97,4.76,0.0
20231018:1510,405.78,388.98,125.07,6.2,22.65,27.73,4.69,0.0
20231018:1610,197.0,184.14,82.62,2.98,12.31,27.36,4.34,0.0
20231018:1710,0.0,0.0,0.0,0.0,0.0,26.52,3.72,0.0
20231018:1810,0.0,0.0,0.0,0.0,0.0,25.89,3.38,0.0
20231018:1910,0.0,0.0,0.0,0.0,0.0,25.53,3.03,0.0
20231018:2010,0.0,0.0,0.0,0.0,0.0,25.01,2.97,0.0
20231018:2110,0.0,0.0,0.0,0.0,0.0,24.3,3.03,0.0
20231018:2210,0.0,0.0,0.0,0.0,0.0,24.0,3.31,0.0
20231018:2310,0.0,0.0,0.0,0.0,0.0,23.66,3.31,0.0
20231019:0010,0.0,0.0,0.0,0.0,0.0,23.09,3.03,0.0
20231019:0110,0.0,0.0,0.0,0.0,0.0,22.94,2.9,0.0
20231019:0210,0.0,0.0,0.0,0.0,0.0,22.46,2.97,0.0
20231019:0310,0.0,0.0,0.0,0.0,0.0,22.12,3.52,0.0
20231019:0410,0.0,0.0,0.0,0.0,0.0,21.73,3.17,0.0
20231019:0510,0.0,0.0,0.0,0.0,0.0,21.21,3.45,0.0
20231019:0610,0.0,0.0,0.0,0.0,0.0,20.81,3.59,0.0
20231019:0710,55.0,22.19,61.97,1.36,9.74,20.83,3.93,0.0
20231019:0810,340.14,291.21,130.13,5.14,20.27,21.97,4.76,0.0
20231019:0910,437.15,325.48,211.84,7.2,29.54,23.24,5.52,0.0
20231019:1010,628.47,579.88,198.92,9.98,36.77,23.97,6.14,0.0
20231019:1110,151.56,1.46,197.43,3.94,41.01,24.52,7.1,0.0
20231019:1210,61.82,0.0,91.81,1.83,41.43,24.62,7.1,0.0
20231019:1310,64.14,0.0,94.54,1.88,37.95,24.42,7.72,0.0
20231019:1410,42.18,0.0,67.27,1.34,31.26,24.13,8.34,0.0
20231019:1510,32.3,0.0,54.54,1.09,22.35,23.6,9.31,0.0
20231019:1610,3.21,0.0,12.73,0.25,12.04,23.02,9.86,0.0
20231019:1710,0.0,0.0,0.0,0.0,0.0,22.73,10.07,0.0
20231019:1810,0.0,0.0,0.0,0.0,0.0,22.64,10.34,0.0
20231019:1910,0.0,0.0,0.0,0.0,0.0,22.44,10.28,0.0
20231019:2010,0.0,0.0,0.0,0.0,0.0,21.91,10.14,0.0
20231019:2110,0.0,0.0,0.0,0.0,0.0,21.82,9.93,0.0
20231019:2210,0.0,0.0,0.0,0.0,0.0,20.78,8.69,0.0
20231019:2310,0.0,0.0,0.0,0.0,0.0,18.26,4.83,0.0
20231020:0010,0.0,0.0,0.0,0.0,0.0,18.5,6.14,0.0
20231020:0110,0.0,0.0,0.0,0.0,0.0,18.79,5.52,0.0
20231020:0210,0.0,0.0,0.0,0.0,0.0,18.93,6.0,0.0
20231020:0310,0.0,0.0,0.0,0.0,0.0,19.29,7.1,0.0
20231020:0410,0.0,0.0,0.0,0.0,0.0,19.3,7.52,0.0
20231020:0510,0.0,0.0,0.0,0.0,0.0,19.04,8.28,0.0
20231020:0610,0.0,0.0,0.0,0.0,0.0,18.61,8.97,0.0
20231020:0710,150.71,136.02,67.92,2.15,9.52,18.55,9.17,0.0
20231020:0810,377.25,335.64,120.4,5.37,20.03,19.59,8.69,0.0
20231020:0910,557.44,509.6,157.96,8.23,29.26,20.25,8.9,0.0
20231020:1010,682.54,659.58,172.84,10.43,36.45,20.99,6.97,0.0
20231020:1110,223.17,23.57,256.24,5.32,40.66,22.06,7.45,0.0
20231020:1210,224.84,23.54,258.97,5.37,41.07,22.86,8.14,0.0
20231020:1310,370.24,154.6,298.58,7.29,37.6,23.32,8.48,0.0
20231020:1410,579.79,543.41,163.16,8.75,30.94,23.33,8.34,0.0
20231020:1510,407.64,362.88,135.75,5.99,22.06,22.96,8.21,0.0
20231020:1610,199.92,181.67,81.43,2.86,11.76,22.49,8.28,0.0
20231020:1710,0.0,0.0,0.0,0.0,0.0,21.72,7.66,0.0
20231020:1810,0.0,0.0,0.0,0.0,0.0,21.13,7.24,0.0
20231020:1910,0.0,0.0,0.0,0.0,0.0,20.64,6.9,0.0
20231020:2010,0.0,0.0,0.0,0.0,0.0,20.08,6.55,0.0
20231020:2110,0.0,0.0,0.0,0.0,0.0,19.6,6.34,0.0
20231020:2210,0.0,0.0,0.0,0.0,0.0,19.04,5.86,0.0
20231020:2310,0.0,0.0,0.0,0.0,0.0,18.73,6.14,0.0
20231021:0010,0.0,0.0,0.0,0.0,0.0,18.28,5.79,0.0
20231021:0110,0.0,0.0,0.0,0.0,0.0,17.98,5.31,0.0
20231021:0210,0.0,0.0,0.0,0.0,0.0,17.55,5.45,0.0
20231021:0310,0.0,0.0,0.0,0.0,0.0,17.43,5.45,0.0
20231021:0410,0.0,0.0,0.0,0.0,0.0,17.09,5.52,0.0
20231021:0510,0.0,0.0,0.0,0.0,0.0,16.58,5.17,0.0
20231021:0610,0.0,0.0,0.0,0.0,0.0,16.27,4.97,0.0
20231021:0710,105.04,73.73,71.66,1.79,9.31,16.31,5.1,0.0
20231021:0810,228.72,121.99,159.73,4.07,19.79,17.46,5.45,0.0
20231021:0910,447.8,314.89,222.12,7.18,28.99,18.46,6.07,0.0
20231021:1010,689.29,672.69,171.84,10.51,36.14,19.71,5.38,0.0
20231021:1110,767.95,795.48,159.83,11.92,40.31,20.68,5.24,0.0
20231021:1210,774.98,813.8,157.73,12.12,40.71,21.45,4.97,0.0
20231021:1310,694.95,695.49,174.49,10.85,37.25,22.1,4.41,0.0
20231021:1410,588.87,587.39,147.74,8.95,30.62,22.53,3.66,0.0
20231021:1510,434.49,425.51,116.11,6.28,21.76,22.47,3.24,0.0
20231021:1610,198.7,181.33,82.25,2.82,11.49,22.13,3.59,0.0
20231021:1710,0.0,0.0,0.0,0.0,0.0,21.17,4.48,0.0
20231021:1810,0.0,0.0,0.0,0.0,0.0,19.95,5.24,0.0
20231021:1910,0.0,0.0,0.0,0.0,0.0,19.06,5.03,0.0
20231021:2010,0.0,0.0,0.0,0.0,0.0,18.3,4.34,0.0
20231021:2110,0.0,0.0,0.0,0.0,0.0,17.44,3.1,0.0
20231021:2210,0.0,0.0,0.0,0.0,0.0,17.54,1.38,0.0
20231021:2310,0.0,0.0,0.0,0.0,0.0,16.9,1.59,0.0
20231022:0010,0.0,0.0,0.0,0.0,0.0,16.66,2.0,0.0
20231022:0110,0.0,0.0,0.0,0.0,0.0,16.68,2.07,0.0
20231022:0210,0.0,0.0,0.0,0.0,0.0,16.86,2.21,0.0
20231022:0310,0.0,0.0,0.0,0.0,0.0,17.32,2.48,0.0
20231022:0410,0.0,0.0,0.0,0.0,0.0,17.53,2.97,0.0
20231022:0510,0.0,0.0,0.0,0.0,0.0,17.73,3.72,0.0
20231022:0610,0.0,0.0,0.0,0.0,0.0,17.97,4.07,0.0
20231022:0710,38.8,10.77,51.75,1.09,9.09,18.26,4.62,0.0
20231022:0810,59.56,0.0,87.27,1.74,19.55,19.52,5.31,0.0
20231022:0910,190.71,40.64,199.39,4.3,28.71,20.38,6.55,0.0
20231022:1010,591.97,485.0,234.76,9.35,35.82,21.04,6.62,0.0
20231022:1110,318.0,92.37,297.61,6.73,39.96,21.57,6.76,0.0
20231022:1210,241.05,34.23,266.27,5.61,40.35,21.74,6.69,0.0
20231022:1310,350.76,139.95,289.78,6.96,36.9,22.2,6.55,0.0
20231022:1410,331.11,162.65,242.49,6.17,30.3,21.99,6.9,0.0
20231022:1510,126.33,24.8,142.2,3.02,21.47,22.11,7.45,0.0
20231022:1610,129.05,89.48,85.78,2.21,11.23,21.92,7.52,0.0
20231022:1710,0.0,0.0,0.0,0.0,0.0,21.56,6.34,0.0
20231022:1810,0.0,0.0,0.0,0.0,0.0,21.35,6.28,0.0
20231022:1910,0.0,0.0,0.0,0.0,0.0,21.21,6.34,0.0
20231022:2010,0.0,0.0,0.0,0.0,0.0,21.22,5.66,0.0
20231022:2110,0.0,0.0,0.0,0.0,0.0,20.99,4.0,0.0
20231022:2210,0.0,0.0,0.0,0.0,0.0,20.81,3.03,0.0
20231022:2310,0.0,0.0,0.0,0.0,0.0,20.54,2.62,0.0
20231023:0010,0.0,0.0,0.0,0.0,0.0,20.26,0.34,0.0
20231023:0110,0.0,0.0,0.0,0.0,0.0,20.84,2.9,0.0
20231023:0210,0.0,0.0,0.0,0.0,0.0,20.48,4.97,0.0
20231023:0310,0.0,0.0,0.0,0.0,0.0,19.43,4.48,0.0
20231023:0410,0.0,0.0,0.0,0.0,0.0,18.81,3.66,0.0
20231023:0510,0.0,0.0,0.0,0.0,0.0,18.62,2.9,0.0
20231023:0610,0.0,0.0,0.0,0.0,0.0,18.52,2.55,0.0
20231023:0710,80.95,52.9,64.29,1.52,8.88,18.58,2.41,0.0
20231023:0810,262.2,177.59,150.48,4.3,19.31,19.86,2.0,0.0
20231023:0910,376.61,245.66,223.35,6.49,28.43,21.08,1.66,0.0
20231023:1010,594.26,539.72,214.41,9.57,35.51,22.53,2.28,0.0
20231023:1110,642.43,579.83,240.44,10.56,39.62,23.24,2.69,0.0
20231023:1210,667.89,636.01,222.84,10.92,40.0,23.53,2.55,0.0
20231023:1310,634.65,602.64,202.32,10.11,36.56,23.49,3.17,0.0
20231023:1410,282.99,117.04,237.01,5.66,29.98,23.3,3.72,0.0
20231023:1510,273.7,175.41,168.16,4.67,21.19,23.18,3.79,0.0
20231023:1610,106.09,64.92,82.94,1.99,10.96,22.5,4.34,0.0
20231023:1710,0.0,0.0,0.0,0.0,0.0,21.63,4.14,0.0
20231023:1810,0.0,0.0,0.0,0.0,0.0,21.32,3.17,0.0
20231023:1910,0.0,0.0,0.0,0.0,0.0,21.03,3.03,0.0
20231023:2010,0.0,0.0,0.0,0.0,0.0,20.79,3.31,0.0
20231023:2110,0.0,0.0,0.0,0.0,0.0,20.44,2.83,0.0
20231023:2210,0.0,0.0,0.0,0.0,0.0,20.31,4.34,0.0
20231023:2310,0.0,0.0,0.0,0.0,0.0,20.0,4.97,0.0
20231024:0010,0.0,0.0,0.0,0.0,0.0,19.94,3.52,0.0
20231024:0110,0.0,0.0,0.0,0.0,0.0,19.87,2.76,0.0
20231024:0210,0.0,0.0,0.0,0.0,0.0,19.55,3.24,0.0
20231024:0310,0.0,0.0,0.0,0.0,0.0,19.13,3.93,0.0
20231024:0410,0.0,0.0,0.0,0.0,0.0,18.59,4.55,0.0
20231024:0510,0.0,0.0,0.0,0.0,0.0,18.13,4.76,0.0
20231024:0610,0.0,0.0,0.0,0.0,0.0,17.73,4.69,0.0
20231024:0710,141.42,128.62,64.47,1.92,8.66,17.74,4.76,0.0
20231024:0810,374.13,340.09,115.99,5.15,19.07,18.85,4.9,0.0
20231024:0910,551.5,522.04,147.65,7.99,28.16,19.88,5.24,0.0
20231024:1010,648.52,615.0,187.87,9.93,35.2,21.08,4.48,0.0
20231024:1110,727.57,729.31,181.52,11.28,39.28,21.78,4.69,0.0
20231024:1210,736.76,751.0,175.93,11.47,39.65,22.5,4.69,0.0
20231024:1310,688.17,699.29,162.6,10.54,36.23,23.11,4.83,0.0
20231024:1410,581.16,575.38,143.9,8.59,29.67,23.54,5.38,0.0
20231024:1510,407.17,381.47,122.72,5.77,20.91,23.4,5.31,0.0
20231024:1610,175.62,155.27,79.85,2.48,10.71,22.78,5.17,0.0
20231024:1710,0.0,0.0,0.0,0.0,0.0,21.69,4.76,0.0
20231024:1810,0.0,0.0,0.0,0.0,0.0,20.89,4.62,0.0
20231024:1910,0.0,0.0,0.0,0.0,0.0,20.36,4.14,0.0
20231024:2010,0.0,0.0,0.0,0.0,0.0,19.99,3.59,0.0
20231024:2110,0.0,0.0,0.0,0.0,0.0,19.49,3.86,0.0
20231024:2210,0.0,0.0,0.0,0.0,0.0,19.58,2.55,0.0
20231024:2310,0.0,0.0,0.0,0.0,0.0,19.22,3.52,0.0
20231025:0010,0.0,0.0,0.0,0.0,0.0,18.67,4.34,0.0
20231025:0110,0.0,0.0,0.0,0.0,0.0,18.26,4.41,0.0
20231025:0210,0.0,0.0,0.0,0.0,0.0,18.1,3.59,0.0
20231025:0310,0.0,0.0,0.0,0.0,0.0,17.94,2.97,0.0
20231025:0410,0.0,0.0,0.0,0.0,0.0,17.64,3.31,0.0
20231025:0510,0.0,0.0,0.0,0.0,0.0,17.69,3.45,0.0
20231025:0610,0.0,0.0,0.0,0.0,0.0,17.49,3.59,0.0
20231025:0710,127.68,113.25,62.78,1.77,8.44,17.41,3.66,0.0
20231025:0810,361.85,328.14,115.53,4.99,18.82,18.89,3.72,0.0
20231025:0910,462.7,367.74,196.89,7.13,27.88,20.38,4.28,0.0
20231025:1010,635.31,600.38,187.45,9.71,34.89,22.02,4.69,0.0
20231025:1110,685.04,648.61,209.65,10.74,38.94,23.04,4.83,0.0
20231025:1210,632.17,532.78,257.23,10.24,39.3,23.83,5.1,0.0
20231025:1310,181.65,15.33,219.54,4.5,35.89,24.42,4.83,0.0
20231025:1410,544.94,519.47,161.28,8.19,29.37,24.67,4.48,0.0
20231025:1510,394.09,373.52,120.14,5.61,20.63,24.64,4.14,0.0
20231025:1610,174.86,160.61,76.25,2.42,10.45,24.44,4.0,0.0
20231025:1710,0.0,0.0,0.0,0.0,0.0,23.58,3.93,0.0
20231025:1810,0.0,0.0,0.0,0.0,0.0,23.0,3.79,0.0
20231025:1910,0.0,0.0,0.0,0.0,0.0,22.59,3.79,0.0
20231025:2010,0.0,0.0,0.0,0.0,0.0,22.09,3.93,0.0
20231025:2110,0.0,0.0,0.0,0.0,0.0,21.61,4.14,0.0
20231025:2210,0.0,0.0,0.0,0.0,0.0,21.69,4.14,0.0
20231025:2310,0.0,0.0,0.0,0.0,0.0,21.44,4.14,0.0
20231026:0010,0.0,0.0,0.0,0.0,0.0,21.17,3.93,0.0
20231026:0110,0.0,0.0,0.0,0.0,0.0,20.73,3.52,0.0
20231026:0210,0.0,0.0,0.0,0.0,0.0,20.24,3.52,0.0
20231026:0310,0.0,0.0,0.0,0.0,0.0,19.96,3.24,0.0
20231026:0410,0.0,0.0,0.0,0.0,0.0,19.71,3.38,0.0
20231026:0510,0.0,0.0,0.0,0.0,0.0,19.46,3.72,0.0
20231026:0610,0.0,0.0,0.0,0.0,0.0,19.27,3.86,0.0
20231026:0710,87.45,63.95,62.04,1.48,8.23,19.26,4.14,0.0
20231026:0810,147.0,54.71,136.17,3.07,18.58,20.66,4.28,0.0
20231026:0910,446.27,348.01,198.72,6.93,27.61,21.94,4.9,0.0
20231026:1010,363.37,173.5,275.72,6.91,34.58,23.56,5.24,0.0
20231026:1110,233.66,38.1,257.93,5.46,38.6,24.44,5.52,0.0
20231026:1210,704.85,697.17,189.37,10.94,38.96,25.01,5.86,0.0
20231026:1310,588.44,499.73,231.89,9.31,35.56,25.15,6.28,0.0
20231026:1410,438.02,322.3,218.48,7.07,29.07,25.09,6.69,0.0
20231026:1510,363.02,315.4,135.57,5.24,20.36,24.83,6.83,0.0
20231026:1610,85.56,49.63,73.85,1.7,10.2,24.52,6.69,0.0
20231026:1710,0.0,0.0,0.0,0.0,0.0,24.17,5.72,0.0
20231026:1810,0.0,0.0,0.0,0.0,0.0,23.94,5.31,0.0
20231026:1910,0.0,0.0,0.0,0.0,0.0,23.63,4.97,0.0
20231026:2010,0.0,0.0,0.0,0.0,0.0,23.41,4.9,0.0
20231026:2110,0.0,0.0,0.0,0.0,0.0,22.99,4.83,0.0
20231026:2210,0.0,0.0,0.0,0.0,0.0,22.8,3.52,0.0
20231026:2310,0.0,0.0,0.0,0.0,0.0,22.53,3.59,0.0
20231027:0010,0.0,0.0,0.0,0.0,0.0,22.16,3.17,0.0
20231027:0110,0.0,0.0,0.0,0.0,0.0,21.93,2.9,0.0
20231027:0210,0.0,0.0,0.0,0.0,0.0,21.68,2.83,0.0
20231027:0310,0.0,0.0,0.0,0.0,0.0,21.47,3.17,0.0
20231027:0410,0.0,0.0,0.0,0.0,0.0,21.33,3.1,0.0
20231027:0510,0.0,0.0,0.0,0.0,0.0,21.02,3.1,0.0
20231027:0610,0.0,0.0,0.0,0.0,0.0,20.64,3.17,0.0
20231027:0710,5.36,0.0,16.36,0.33,8.01,20.28,3.45,0.0
20231027:0810,79.74,7.14,104.7,2.13,18.34,20.43,3.86,0.0
20231027:0910,126.42,8.12,158.44,3.22,27.33,20.45,4.34,0.0
20231027:1010,208.58,31.18,231.45,4.86,34.27,21.33,5.31,0.0
20231027:1110,230.17,32.19,256.12,5.37,38.27,21.84,5.93,0.0
20231027:1210,156.93,3.06,200.38,4.01,38.61,22.21,5.79,0.0
20231027:1310,162.68,7.76,202.9,4.11,35.24,22.73,5.45,0.0
20231027:1410,527.13,464.54,187.1,7.9,28.77,23.27,4.97,0.0
20231027:1510,402.55,379.68,121.0,5.57,20.09,23.55,4.62,0.0
20231027:1610,167.32,149.87,76.31,2.28,9.96,23.35,4.55,0.0
20231027:1710,0.0,0.0,0.0,0.0,0.0,22.44,4.28,0.0
20231027:1810,0.0,0.0,0.0,0.0,0.0,21.36,4.14,0.0
20231027:1910,0.0,0.0,0.0,0.0,0.0,20.92,3.86,0.0
20231027:2010,0.0,0.0,0.0,0.0,0.0,20.29,3.66,0.0
20231027:2110,0.0,0.0,0.0,0.0,0.0,19.64,3.24,0.0
20231027:2210,0.0,0.0,0.0,0.0,0.0,18.94,2.97,0.0
20231027:2310,0.0,0.0,0.0,0.0,0.0,18.42,3.1,0.0
20231028:0010,0.0,0.0,0.0,0.0,0.0,17.9,2.83,0.0
20231028:0110,0.0,0.0,0.0,0.0,0.0,17.62,2.62,0.0
20231028:0210,0.0,0.0,0.0,0.0,0.0,17.33,2.48,0.0
20231028:0310,0.0,0.0,0.0,0.0,0.0,16.99,2.41,0.0
20231028:0410,0.0,0.0,0.0,0.0,0.0,16.72,2.41,0.0
20231028:0510,0.0,0.0,0.0,0.0,0.0,16.3,2.69,0.0
20231028:0610,0.0,0.0,0.0,0.0,0.0,16.07,2.83,0.0
20231028:0710,125.64,112.13,60.81,1.65,7.79,15.96,3.03,0.0
20231028:0810,360.52,324.87,117.49,4.85,18.09,17.89,2.83,0.0
20231028:0910,529.2,499.0,155.28,7.65,27.06,19.83,2.69,0.0
20231028:1010,655.15,660.38,165.58,9.87,33.96,20.99,2.76,0.0
20231028:1110,717.92,739.97,174.58,11.07,37.94,21.73,3.03,0.0
20231028:1210,744.96,785.18,158.2,11.36,38.28,22.17,4.0,0.0
20231028:1310,665.69,643.34,185.21,10.02,34.92,22.15,4.76,0.0
20231028:1410,583.34,576.5,141.6,8.34,28.47,22.12,5.17,0.0
20231028:1510,403.81,374.89,121.35,5.48,19.82,21.78,5.45,0.0
20231028:1610,163.53,144.11,74.92,2.19,9.72,21.17,5.66,0.0
20231028:1710,0.0,0.0,0.0,0.0,0.0,20.06,5.1,0.0
20231028:1810,0.0,0.0,0.0,0.0,0.0,19.12,4.41,0.0
20231028:1910,0.0,0.0,0.0,0.0,0.0,18.63,3.59,0.0
20231028:2010,0.0,0.0,0.0,0.0,0.0,18.42,2.69,0.0
20231028:2110,0.0,0.0,0.0,0.0,0.0,18.11,1.86,0.0
20231028:2210,0.0,0.0,0.0,0.0,0.0,17.34,1.86,0.0
20231028:2310,0.0,0.0,0.0,0.0,0.0,17.17,1.66,0.0
20231029:0010,0.0,0.0,0.0,0.0,0.0,16.84,1.24,0.0
20231029:0110,0.0,0.0,0.0,0.0,0.0,16.61,1.24,0.0
20231029:0210,0.0,0.0,0.0,0.0,0.0,16.09,1.38,0.0
20231029:0310,0.0,0.0,0.0,0.0,0.0,15.79,1.59,0.0
20231029:0410,0.0,0.0,0.0,0.0,0.0,15.5,1.79,0.0
20231029:0510,0.0,0.0,0.0,0.0,0.0,15.13,1.86,0.0
20231029:0610,0.0,0.0,0.0,0.0,0.0,14.76,1.79,0.0
20231029:0710,125.77,112.56,60.31,1.61,7.57,14.85,1.79,0.0
20231029:0810,365.57,334.04,115.24,4.85,17.85,16.83,1.86,0.0
20231029:0910,532.77,514.4,150.76,7.69,26.78,19.17,1.59,0.0
20231029:1010,622.08,595.08,196.51,9.57,33.66,20.73,1.72,0.0
20231029:1110,672.86,640.32,219.71,10.58,37.61,21.66,2.34,0.0
20231029:1210,701.65,684.35,206.19,10.87,37.94,22.02,3.31,0.0
20231029:1310,622.0,554.61,221.62,9.57,34.6,22.01,3.93,0.0
20231029:1410,543.36,494.33,175.15,7.92,28.18,21.61,4.34,0.0
20231029:1510,232.3,128.07,162.12,4.05,19.56,20.72,4.62,0.0
